match_id,date,team1,team2,fifa_rank_diff,team1_last5_points,team2_last5_points,team1_last5_goal_diff,team2_last5_goal_diff,team1_can_win_rate,team2_can_win_rate,h2h_total_matches,h2h_team1_win_rate,team1_is_host,team2_is_host,stage_group,days_since_last_match_team1,days_since_last_match_team2,team1_can_titles,team2_can_titles,form_momentum_diff,can_performance_diff,h2h_dominance,titles_advantage,result
492,2010-10-12,China Pr,Uruguay,0.0,8.0,7.0,0.6,1.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.6,0.0,-0.16999999999999998,0,L
493,2010-10-12,Bulgaria,Saudi Arabia,0.0,1.0,10.0,-1.0,1.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.2,0.0,-0.16999999999999998,0,W
494,2010-10-12,Bahrain,Uzbekistan,0.0,8.0,1.0,0.6,-1.75,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.35,0.0,-0.16999999999999998,0,L
495,2010-10-12,Indonesia,Maldives,0.0,0.0,7.5,-6.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-6.0,0.0,-0.16999999999999998,0,W
496,2010-10-13,India,Yemen,0.0,6.0,6.0,0.2,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.4,0.0,-0.16999999999999998,0,L
497,2010-10-26,Panama,Cuba,0.0,13.0,7.5,1.4,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.4,0.0,-0.16999999999999998,0,L
498,2010-10-27,Botswana,Eswatini,-9.0,10.0,0.0,0.6,-2.0,0.0,0.35,0,0.33,0,0,0,7,7,0,0,2.6,-0.35,-0.16999999999999998,0,W
499,2010-11-07,Yemen,Uganda,6.0,9.0,8.0,0.6,1.0,0.35,0.1739130434782608,0,0.33,0,0,0,7,7,0,0,-0.4,0.17608695652173917,-0.16999999999999998,0,D
500,2010-11-10,Bahrain,Uganda,6.0,7.0,9.0,0.2,0.8,0.35,0.1739130434782608,0,0.33,0,0,0,7,7,0,0,-0.6000000000000001,0.17608695652173917,-0.16999999999999998,0,D
501,2010-11-10,Yemen,North Korea,0.0,7.0,1.0,0.4,-2.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,3.0,0.0,-0.16999999999999998,0,D
502,2010-11-11,Iraq,India,0.0,6.0,6.0,-0.3333333333333333,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.1333333333333333,0.0,-0.16999999999999998,0,W
503,2010-11-14,Bahrain,Syria,0.0,7.0,2.0,0.2,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.2,0.0,-0.16999999999999998,0,L
504,2010-11-14,India,Kuwait,0.0,6.0,7.0,-0.4,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.4,0.0,-0.16999999999999998,0,L
505,2010-11-16,Saudi Arabia,Uganda,6.0,9.0,7.0,0.6,0.6,0.35,0.1739130434782608,0,0.33,0,0,0,7,7,0,0,0.0,0.17608695652173917,-0.16999999999999998,0,D
506,2010-11-16,Scotland,Faroe Islands,0.0,3.0,1.0,-1.0,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
507,2010-11-16,Cape Verde,Guinea-Bissau,-15.0,5.0,3.0,0.0,0.0,0.1818181818181818,0.0,0,0.33,0,0,0,7,7,0,0,0.0,0.1818181818181818,-0.16999999999999998,0,W
508,2010-11-16,Jordan,Cyprus,0.0,6.0,4.0,1.0,0.5,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.5,0.0,-0.16999999999999998,0,D
509,2010-11-17,Malawi,Rwanda,-6.0,6.0,0.0,0.6,-2.6666666666666665,0.2,0.3333333333333333,0,0.33,0,0,0,7,7,0,0,3.2666666666666666,-0.1333333333333333,-0.16999999999999998,0,W
510,2010-11-17,Mali,Dr Congo,-50.0,6.0,1.0,-0.2,-2.0,0.3518518518518518,0.273972602739726,0,0.33,0,0,0,7,7,0,2,1.8,0.07787924911212579,-0.16999999999999998,-2,W
511,2010-11-17,Montenegro,Azerbaijan,0.0,3.0,6.0,-0.25,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.04999999999999999,0.0,-0.16999999999999998,0,W
512,2010-11-17,Mozambique,Zimbabwe,-26.0,7.0,5.0,-0.4,-0.8,0.0,0.2,0,0.33,0,0,0,7,7,0,0,0.4,-0.2,-0.16999999999999998,0,L
513,2010-11-17,Netherlands,Turkey,0.0,10.0,12.0,0.4,1.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.7999999999999999,0.0,-0.16999999999999998,0,W
514,2010-11-17,Northern Ireland,Morocco,88.0,0.0,7.0,-1.5,0.6666666666666666,0.35,0.3857142857142857,0,0.33,0,0,0,7,7,0,1,-2.1666666666666665,-0.0357142857142857,-0.16999999999999998,-1,D
515,2010-11-17,Oman,Belarus,0.0,7.0,10.0,0.4,0.8,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.4,0.0,-0.16999999999999998,0,L
516,2010-11-17,Panama,Honduras,0.0,10.0,6.0,0.4,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.2,0.0,-0.16999999999999998,0,W
517,2010-11-17,Poland,Ivory Coast,0.0,3.0,12.0,-0.8,1.2,0.35,0.4444444444444444,0,0.33,0,0,0,7,7,0,2,-2.0,-0.09444444444444444,-0.16999999999999998,-2,W
518,2010-11-17,Portugal,Spain,0.0,8.0,10.0,1.8,0.0,0.35,0.35,1,0.0,0,0,0,7,7,0,0,1.8,0.0,-0.5,0,W
519,2010-11-17,Russia,Belgium,0.0,4.0,3.0,0.5,-0.3333333333333333,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.8333333333333333,0.0,-0.16999999999999998,0,L
520,2010-11-17,Slovakia,Bosnia And Herzegovina,0.0,5.0,4.0,-0.4,-0.75,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.35,0.0,-0.16999999999999998,0,L
521,2010-11-17,Slovenia,Georgia,0.0,10.0,5.0,0.8,0.3333333333333333,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.46666666666666673,0.0,-0.16999999999999998,0,L
522,2010-11-17,South Africa,United States,-41.0,10.0,5.0,0.2,-0.4,0.3809523809523809,0.35,0,0.33,0,0,0,7,7,1,0,0.6000000000000001,0.030952380952380898,-0.16999999999999998,1,L
523,2010-11-17,Sweden,Germany,0.0,13.0,10.0,1.4,1.4,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
524,2010-11-17,Switzerland,Ukraine,0.0,8.0,6.0,0.2,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.4,0.0,-0.16999999999999998,0,D
525,2010-11-17,Tajikistan,Afghanistan,0.0,0.0,7.5,-4.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-4.0,0.0,-0.16999999999999998,0,W
526,2010-11-17,Botswana,Tunisia,104.0,10.0,10.0,0.8,1.2,0.0,0.3125,1,1.0,0,0,0,7,7,0,1,-0.3999999999999999,-0.3125,0.5,-1,W
527,2010-11-17,Togo,Chad,-58.0,1.0,1.0,-1.2,-1.6,0.12,0.35,1,0.0,0,0,0,7,7,0,0,0.40000000000000013,-0.22999999999999998,-0.5,0,D
528,2010-11-17,Luxembourg,Algeria,56.0,1.0,2.0,-1.6666666666666667,-0.8,0.35,0.3636363636363636,0,0.33,0,0,0,7,7,0,2,-0.8666666666666667,-0.013636363636363613,-0.16999999999999998,-2,D
529,2010-11-17,Saudi Arabia,Ghana,36.0,10.0,8.0,0.8,0.6,0.35,0.5294117647058824,0,0.33,0,0,0,7,7,0,4,0.20000000000000007,-0.17941176470588238,-0.16999999999999998,-4,D
530,2010-11-17,Libya,Niger,-10.0,7.0,8.0,0.25,0.2,0.2727272727272727,0.0,0,0.33,0,0,0,7,7,0,0,0.04999999999999999,0.2727272727272727,-0.16999999999999998,0,D
531,2010-11-17,Colombia,Peru,0.0,8.0,9.0,0.4,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.6,0.0,-0.16999999999999998,0,D
532,2010-11-17,Italy,Romania,0.0,3.0,3.0,-0.4,-0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.19999999999999996,0.0,-0.16999999999999998,0,D
533,2010-11-17,Albania,North Macedonia,0.0,12.0,10.0,1.0,1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
534,2010-11-17,Argentina,Brazil,0.0,9.0,12.0,0.2,1.8,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.6,0.0,-0.16999999999999998,0,W
535,2010-11-17,Austria,Greece,0.0,3.0,6.0,-0.3333333333333333,-0.8,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.46666666666666673,0.0,-0.16999999999999998,0,L
536,2010-11-17,Bulgaria,Serbia,0.0,4.0,6.0,-0.4,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.2,0.0,-0.16999999999999998,0,L
537,2010-11-17,Burkina Faso,Guinea,-10.0,8.0,9.0,0.8,2.0,0.1875,0.2765957446808511,0,0.33,0,0,0,7,7,0,0,-1.2,-0.08909574468085107,-0.16999999999999998,0,W
538,2010-11-17,Chile,Uruguay,0.0,6.0,9.0,-0.4,2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.4,0.0,-0.16999999999999998,0,W
539,2010-11-17,China Pr,Latvia,0.0,5.0,1.0,-1.0,-1.25,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.25,0.0,-0.16999999999999998,0,W
540,2010-11-17,Denmark,Czech Republic,0.0,4.0,6.0,-0.8,0.75,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.55,0.0,-0.16999999999999998,0,D
541,2010-11-17,Ecuador,Venezuela,0.0,4.0,5.0,-0.6,-0.6,0.35,0.35,1,0.0,0,0,0,7,7,0,0,0.0,0.0,-0.5,0,W
542,2010-11-17,Jamaica,Costa Rica,0.0,9.0,4.0,0.2,-0.8,0.35,0.35,1,1.0,0,0,0,7,7,0,0,1.0,0.0,0.5,0,D
543,2010-11-17,England,France,0.0,8.0,1.0,-0.2,-1.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.8,0.0,-0.16999999999999998,0,L
544,2010-11-17,Estonia,Liechtenstein,0.0,5.0,1.0,0.25,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.25,0.0,-0.16999999999999998,0,D
545,2010-11-17,Egypt,Australia,-64.0,7.0,10.0,0.2,0.2,0.5607476635514018,0.35,0,0.33,0,0,0,7,7,7,0,0.0,0.21074766355140184,-0.16999999999999998,7,W
546,2010-11-17,Gabon,Senegal,65.0,5.0,9.0,-0.2,1.4,0.28,0.4029850746268656,0,0.33,0,0,0,7,7,0,1,-1.5999999999999999,-0.12298507462686559,-0.16999999999999998,-1,L
547,2010-11-17,Guatemala,Guyana,0.0,9.0,1.0,1.2,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.2,0.0,-0.16999999999999998,0,W
548,2010-11-17,Hong Kong,Paraguay,0.0,3.0,7.0,1.0,0.4,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.6,0.0,-0.16999999999999998,0,L
549,2010-11-17,Hungary,Lithuania,0.0,1.0,0.0,-2.25,-3.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.75,0.0,-0.16999999999999998,0,W
550,2010-11-17,Iraq,Kuwait,0.0,9.0,9.0,0.25,1.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.35,0.0,-0.16999999999999998,0,D
551,2010-11-17,Republic Of Ireland,Norway,0.0,6.0,9.0,0.25,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.04999999999999999,0.0,-0.16999999999999998,0,L
552,2010-11-17,Israel,Iceland,0.0,3.0,9.0,-1.3333333333333333,1.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-2.533333333333333,0.0,-0.16999999999999998,0,W
553,2010-11-18,Qatar,Haiti,0.0,3.0,1.0,-0.8,-2.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.2,0.0,-0.16999999999999998,0,L
554,2010-11-18,United Arab Emirates,India,0.0,6.0,3.0,-0.2,-2.4,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.1999999999999997,0.0,-0.16999999999999998,0,W
555,2010-11-21,Indonesia,Timor-Leste,0.0,3.0,7.5,-1.5,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.5,0.0,-0.16999999999999998,0,W
556,2010-11-23,Tanzania,Kenya,6.0,2.0,5.0,-1.2,0.0,0.0,0.1176470588235294,1,0.0,0,0,0,7,7,0,0,-1.2,-0.1176470588235294,-0.5,0,W
557,2010-11-24,Indonesia,Taiwan,0.0,6.0,7.5,1.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,W
558,2010-11-26,Singapore,Laos,0.0,0.0,7.5,-1.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.0,0.0,-0.16999999999999998,0,W
559,2010-11-27,Tanzania,Zambia,24.0,5.0,5.0,-0.8,-0.6,0.0,0.3880597014925373,0,0.33,0,0,0,7,7,0,1,-0.20000000000000007,-0.3880597014925373,-0.16999999999999998,-1,L
560,2010-11-28,Burundi,Somalia,-62.0,1.0,7.5,-0.5,0.0,0.0,0.35,0,0.33,0,0,0,7,7,0,0,-0.5,-0.35,-0.16999999999999998,0,W
561,2010-11-28,Zanzibar,Sudan,-21.0,7.5,5.0,0.0,-0.5,0.35,0.2592592592592592,0,0.33,0,0,0,7,7,0,1,0.5,0.09074074074074079,-0.16999999999999998,-1,W
562,2010-11-29,Malawi,Kenya,17.0,9.0,5.0,1.0,0.2,0.2,0.1176470588235294,0,0.33,0,0,0,7,7,0,0,0.8,0.08235294117647061,-0.16999999999999998,0,W
563,2010-11-29,Uganda,Ethiopia,-49.0,7.0,6.0,0.6,-1.0,0.1739130434782608,0.2333333333333333,0,0.33,0,0,0,7,7,0,1,1.6,-0.0594202898550725,-0.16999999999999998,-1,W
564,2010-11-30,Tanzania,Somalia,-88.0,5.0,0.0,-0.2,-2.0,0.0,0.35,0,0.33,0,0,0,7,7,0,0,1.8,-0.35,-0.16999999999999998,0,W
565,2010-11-30,Zambia,Burundi,-50.0,7.0,4.0,-0.4,0.3333333333333333,0.3880597014925373,0.0,0,0.33,0,0,0,7,7,1,0,-0.7333333333333334,0.3880597014925373,-0.16999999999999998,1,D
566,2010-12-01,Sudan,Rwanda,-10.0,5.0,0.0,-0.8,-2.25,0.2592592592592592,0.3333333333333333,0,0.33,0,0,0,7,7,1,0,1.45,-0.07407407407407413,-0.16999999999999998,1,D
567,2010-12-02,Malawi,Uganda,31.0,11.0,7.0,1.2,0.2,0.2,0.1739130434782608,0,0.33,0,0,0,7,7,0,0,1.0,0.026086956521739202,-0.16999999999999998,0,D
568,2010-12-02,Ethiopia,Kenya,35.0,6.0,4.0,-1.0,0.0,0.2333333333333333,0.1176470588235294,1,0.0,0,0,0,7,7,1,0,-1.0,0.11568627450980391,-0.5,1,W
569,2010-12-03,Rwanda,Zanzibar,31.0,1.0,3.0,-1.8,2.0,0.3333333333333333,0.35,0,0.33,0,0,0,7,7,0,0,-3.8,-0.016666666666666663,-0.16999999999999998,0,D
570,2010-12-03,Zambia,Somalia,-112.0,8.0,0.0,0.2,-2.5,0.3880597014925373,0.35,0,0.33,0,0,0,7,7,1,0,2.7,0.038059701492537346,-0.16999999999999998,1,W
571,2010-12-05,Uganda,Kenya,-14.0,7.0,1.0,0.2,-0.8,0.1739130434782608,0.1176470588235294,1,0.0,0,0,0,7,7,0,0,1.0,0.05626598465473141,-0.5,0,W
572,2010-12-07,Zambia,Ethiopia,-53.0,10.0,9.0,1.4,-0.2,0.3880597014925373,0.2333333333333333,0,0.33,0,0,0,7,7,1,1,1.5999999999999999,0.15472636815920401,-0.16999999999999998,0,L
573,2010-12-08,Tanzania,Rwanda,-17.0,7.0,2.0,0.4,-1.4,0.0,0.3333333333333333,0,0.33,0,0,0,7,7,0,0,1.7999999999999998,-0.3333333333333333,-0.16999999999999998,0,W
574,2010-12-08,Uganda,Zanzibar,-6.0,9.0,4.0,0.6,1.0,0.1739130434782608,0.35,0,0.33,0,0,0,7,7,0,0,-0.4,-0.17608695652173917,-0.16999999999999998,0,D
575,2010-12-10,Bosnia And Herzegovina,Poland,0.0,7.0,6.0,-0.4,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.6000000000000001,0.0,-0.16999999999999998,0,D
576,2010-12-10,Tanzania,Uganda,20.0,9.0,9.0,0.6,0.6,0.0,0.1739130434782608,1,0.0,0,0,0,7,7,0,0,0.0,-0.1739130434782608,-0.5,0,D
577,2010-12-12,Ethiopia,Uganda,49.0,9.0,9.0,-0.2,0.6,0.2333333333333333,0.1739130434782608,1,0.0,0,0,0,7,7,1,0,-0.8,0.0594202898550725,-0.5,1,L
578,2010-12-16,Qatar,Egypt,64.0,3.0,7.0,-0.4,0.6,0.35,0.5607476635514018,0,0.33,0,0,0,7,7,0,7,-1.0,-0.21074766355140184,-0.16999999999999998,-7,W
579,2010-12-18,Iraq,Syria,0.0,10.0,4.0,0.2,-0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.8,0.0,-0.16999999999999998,0,L
580,2010-12-18,Honduras,Panama,0.0,5.0,12.0,-0.2,0.8,0.35,0.35,1,0.0,0,0,0,7,7,0,0,-1.0,0.0,-0.5,0,W
581,2010-12-18,China Pr,Estonia,0.0,7.0,6.0,-0.8,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.0,0.0,-0.16999999999999998,0,W
582,2010-12-22,China Pr,North Macedonia,0.0,10.0,11.0,0.2,0.8,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.6000000000000001,0.0,-0.16999999999999998,0,W
583,2010-12-22,Qatar,Estonia,0.0,5.0,6.0,-0.2,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
584,2010-12-22,Syria,Iraq,0.0,6.0,10.0,-0.4,0.6,0.35,0.35,1,1.0,0,0,0,7,7,0,0,-1.0,0.0,0.5,0,L
585,2010-12-24,Kuwait,North Korea,0.0,7.0,2.0,1.0,-2.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,3.2,0.0,-0.16999999999999998,0,W
586,2010-12-25,Bahrain,Uzbekistan,0.0,4.0,4.0,-0.8,-1.0,0.35,0.35,1,0.0,0,0,0,7,7,0,0,0.19999999999999996,0.0,-0.5,0,D
587,2010-12-27,Kuwait,North Korea,0.0,10.0,2.0,1.8,-2.2,0.35,0.35,1,1.0,0,0,0,7,7,0,0,4.0,0.0,0.5,0,D
588,2010-12-28,Bahrain,Jordan,0.0,5.0,7.0,-0.4,0.75,0.35,0.35,1,0.0,0,0,0,7,7,0,0,-1.15,0.0,-0.5,0,W
589,2010-12-28,Saudi Arabia,Iraq,0.0,8.0,10.0,0.6,0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,L
590,2010-12-28,Catalonia,Honduras,0.0,7.5,7.0,0.0,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,W
591,2010-12-29,Basque Country,Venezuela,0.0,7.5,4.0,0.0,-1.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.2,0.0,-0.16999999999999998,0,W
592,2010-12-30,Syria,South Korea,0.0,6.0,5.0,0.0,-0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.2,0.0,-0.16999999999999998,0,L
593,2010-12-31,Kuwait,Zambia,10.0,11.0,7.0,2.2,1.0,0.35,0.3880597014925373,0,0.33,0,0,0,7,7,0,1,1.2000000000000002,-0.038059701492537346,-0.16999999999999998,-1,W
594,2010-12-31,Qatar,North Korea,0.0,7.0,3.0,0.2,-0.8,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,L
595,2011-01-02,Iran,Angola,8.0,9.0,6.0,0.5,-0.6,0.35,0.1538461538461538,0,0.33,0,0,0,7,7,0,0,1.1,0.19615384615384618,-0.16999999999999998,0,W
596,2011-01-02,Iraq,China Pr,0.0,10.0,12.0,0.6,0.4,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.19999999999999996,0.0,-0.16999999999999998,0,L
597,2011-01-02,Jordan,Uzbekistan,0.0,7.0,5.0,0.4,-0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.0,0.0,-0.16999999999999998,0,D
598,2011-01-02,United Arab Emirates,Syria,0.0,6.0,6.0,0.6,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.6,0.0,-0.16999999999999998,0,W
599,2011-01-04,Bahrain,North Korea,0.0,5.0,6.0,-0.6,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.6,0.0,-0.16999999999999998,0,L
600,2011-01-04,Saudi Arabia,Angola,8.0,5.0,6.0,-0.4,-0.6,0.35,0.1538461538461538,0,0.33,0,0,0,7,7,0,0,0.19999999999999996,0.19615384615384618,-0.16999999999999998,0,D
601,2011-01-05,Uganda,Burundi,-46.0,9.0,5.0,0.6,0.25,0.1739130434782608,0.0,0,0.33,0,0,0,7,7,0,0,0.35,0.1739130434782608,-0.16999999999999998,0,W
602,2011-01-05,United Arab Emirates,Australia,0.0,9.0,7.0,1.2,-0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.7999999999999998,0.0,-0.16999999999999998,0,D
603,2011-01-05,Egypt,Tanzania,-78.0,7.0,10.0,0.8,0.8,0.5607476635514018,0.0,0,0.33,0,0,0,7,7,7,0,0.0,0.5607476635514018,-0.16999999999999998,7,W
604,2011-01-05,Kenya,Sudan,-13.0,1.0,5.0,-1.0,-0.8,0.1176470588235294,0.2592592592592592,0,0.33,0,0,0,7,7,0,1,-0.19999999999999996,-0.1416122004357298,-0.16999999999999998,-1,W
605,2011-01-08,Dr Congo,Kenya,-8.0,1.0,3.0,-1.8,-0.8,0.273972602739726,0.1176470588235294,0,0.33,0,0,0,7,7,2,0,-1.0,0.15632554391619663,-0.16999999999999998,2,W
606,2011-01-08,Egypt,Uganda,-58.0,7.0,11.0,1.0,1.0,0.5607476635514018,0.1739130434782608,0,0.33,0,0,0,7,7,7,0,0.0,0.386834620073141,-0.16999999999999998,7,W
607,2011-01-08,Tanzania,Burundi,-26.0,7.0,5.0,-0.2,-0.2,0.0,0.0,0,0.33,0,0,0,7,7,0,0,0.0,0.0,-0.16999999999999998,0,D
608,2011-01-11,Dr Congo,Sudan,-21.0,4.0,5.0,-1.2,-0.2,0.273972602739726,0.2592592592592592,0,0.33,0,0,0,7,7,2,1,-1.0,0.014713343480466823,-0.16999999999999998,1,W
609,2011-01-11,Egypt,Burundi,-104.0,9.0,5.0,1.2,-0.2,0.5607476635514018,0.0,0,0.33,0,0,0,7,7,7,0,1.4,0.5607476635514018,-0.16999999999999998,7,W
610,2011-01-11,Uganda,Tanzania,-20.0,8.0,8.0,0.4,0.0,0.1739130434782608,0.0,2,0.5,0,0,0,7,7,0,0,0.4,0.1739130434782608,0.0,0,D
611,2011-01-14,Dr Congo,Uganda,6.0,7.0,8.0,-0.4,0.4,0.273972602739726,0.1739130434782608,0,0.33,0,0,0,7,7,2,0,-0.8,0.1000595592614652,-0.16999999999999998,2,L
612,2011-01-14,Egypt,Kenya,-72.0,12.0,3.0,2.0,-0.8,0.5607476635514018,0.1176470588235294,0,0.33,0,0,0,7,7,7,0,2.8,0.44310060472787244,-0.16999999999999998,7,W
613,2011-01-16,Tanzania,Sudan,-7.0,6.0,2.0,-0.6,-0.8,0.0,0.2592592592592592,0,0.33,0,0,0,7,7,0,1,0.20000000000000007,-0.2592592592592592,-0.16999999999999998,-1,L
614,2011-01-17,Egypt,Uganda,-58.0,12.0,10.0,2.2,0.6,0.5607476635514018,0.1739130434782608,1,1.0,0,0,0,7,7,7,0,1.6,0.386834620073141,0.5,7,W
615,2011-01-17,Dr Congo,Kenya,-8.0,7.0,3.0,-0.2,-1.4,0.273972602739726,0.1176470588235294,1,1.0,0,0,0,7,7,2,0,1.2,0.15632554391619663,0.5,2,W
616,2011-01-19,Botswana,Sweden,45.0,10.0,13.0,0.6,1.4,0.0,0.35,0,0.33,0,0,0,7,7,0,0,-0.7999999999999999,-0.35,-0.16999999999999998,0,L
617,2011-01-22,United States,Chile,0.0,5.0,9.0,-0.4,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.6000000000000001,0.0,-0.16999999999999998,0,D
618,2011-01-24,Vanuatu,New Caledonia,0.0,7.5,2.0,0.0,-1.3333333333333333,0.35,0.35,0,0.33,0,0,0,7,7,0,0,1.3333333333333333,0.0,-0.16999999999999998,0,D
619,2011-02-06,Moldova,Poland,0.0,5.0,6.0,0.0,0.2,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.2,0.0,-0.16999999999999998,0,L
620,2011-02-08,Ghana,Togo,-56.0,6.0,1.0,0.4,-1.2,0.5294117647058824,0.12,0,0.33,0,0,0,7,7,4,0,1.6,0.40941176470588236,-0.16999999999999998,4,W
621,2011-02-08,Mali,Ivory Coast,-50.0,6.0,12.0,-0.2,1.2,0.3518518518518518,0.4444444444444444,0,0.33,0,0,0,7,7,0,2,-1.4,-0.09259259259259262,-0.16999999999999998,-2,L
622,2011-02-08,Peru,Panama,0.0,10.0,9.0,0.8,0.0,0.35,0.35,1,0.0,0,0,0,7,7,0,0,0.8,0.0,-0.5,0,W
623,2011-02-09,Luxembourg,Slovakia,0.0,2.0,4.0,-1.25,-0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.65,0.0,-0.16999999999999998,0,W
624,2011-02-09,North Macedonia,Cameroon,51.0,8.0,7.0,0.4,0.6,0.35,0.4945054945054945,0,0.33,0,0,0,7,7,0,5,-0.19999999999999996,-0.14450549450549455,-0.16999999999999998,-5,L
625,2011-02-09,Malaysia,Hong Kong,0.0,3.0,3.0,-1.0,-3.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,2.0,0.0,-0.16999999999999998,0,W
626,2011-02-09,Malta,Switzerland,0.0,1.0,6.0,-1.3333333333333333,0.0,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-1.3333333333333333,0.0,-0.16999999999999998,0,D
627,2011-02-09,Mexico,Bosnia And Herzegovina,0.0,5.0,5.0,-0.4,-0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,0.19999999999999996,0.0,-0.16999999999999998,0,W
628,2011-02-09,Morocco,Niger,-116.0,8.0,6.0,0.5,-0.2,0.3857142857142857,0.0,0,0.33,0,0,0,7,7,1,0,0.7,0.3857142857142857,-0.16999999999999998,1,W
629,2011-02-09,Mozambique,Botswana,-42.0,7.0,9.0,-0.6,0.4,0.0,0.0,1,0.0,0,0,0,7,7,0,0,-1.0,0.0,-0.5,0,D
630,2011-02-09,Namibia,Malawi,-28.0,2.0,11.0,-0.6666666666666666,1.2,0.0,0.2,0,0.33,0,0,0,7,7,0,0,-1.8666666666666667,-0.2,-0.16999999999999998,0,L
631,2011-02-09,Norway,Poland,0.0,9.0,9.0,0.2,0.6,0.35,0.35,0,0.33,0,0,0,7,7,0,0,-0.39999999999999997,0.0,-0.16999999999999998,0,L
632,2011-02-09,Nigeria,Sierra Leone,-84.0,4.0,2.0,-0.2,0.0,0.5463917525773195,0.125,0,0.33,0,0,0,7,7,3,0,-0.2,0.42139175257731953,-0.16999999999999998,3,W
